Акт;Требование (статья);Битая ссылка;Класс;Регулятор
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 329. Принцип иерархии";"https://10.61.41.253/rus/docs/K2100000400#z3508";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 330. Принцип близости к источнику";"https://10.61.41.253/rus/docs/K2100000400#z3524";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 331. Принцип ответственности образователя отходов";"https://10.61.41.253/rus/docs/K2100000400#z3526";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 332. Принцип расширенных обязательств производителей (импортеров)";"https://10.61.41.253/rus/docs/K2100000400#z3528";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 334. Нормирование в области управления отходами";"https://10.61.41.253/rus/docs/K2100000400#z3539";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 335. Программа управления отходами";"https://10.61.41.253/rus/docs/K2100000400#z3543";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 336. Лицензирование деятельности в сфере восстановления и удаления опасных отходов";"https://10.61.41.253/rus/docs/K2100000400#z3548";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 337. Уведомительный режим субъектов предпринимательства в сфере управления отходами";"https://10.61.41.253/rus/docs/K2100000400#z3558";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 338. Виды отходов и их классификация";"https://10.61.41.253/rus/docs/K2100000400#z3572";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 339. Право собственности на отходы и ответственность за управление ими";"https://10.61.41.253/rus/docs/K2100000400#z3581";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 342. Общие положения об опасных отходах";"https://10.61.41.253/rus/docs/K2100000400#z3604";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 343. Паспорт опасных отходов";"https://10.61.41.253/rus/docs/K2100000400#z3625";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 344. Экологические требования при управлении опасными отходами";"https://10.61.41.253/rus/docs/K2100000400#z3646";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 345. Экологические требования при транспортировке опасных отходов";"https://10.61.41.253/rus/docs/K2100000400#z3653";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 346. Трансграничная перевозка опасных отходов";"https://10.61.41.253/rus/docs/K2100000400#z3663";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 347. Учет опасных отходов";"https://10.61.41.253/rus/docs/K2100000400#z3676";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 349. Классы полигонов";"https://10.61.41.253/rus/docs/K2100000400#z3685";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 350. Экологические требования к полигонам";"https://10.61.41.253/rus/docs/K2100000400#z3692";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 351. Отходы, не приемлемые для полигонов";"https://10.61.41.253/rus/docs/K2100000400#z3720";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 353. Общие требования для полигонов опасных отходов";"https://10.61.41.253/rus/docs/K2100000400#z3790";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 354. Процедуры приема отходов";"https://10.61.41.253/rus/docs/K2100000400#z3813";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 355. Контроль и мониторинг на стадии эксплуатации полигона";"https://10.61.41.253/rus/docs/K2100000400#z3824";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 356. Процедуры закрытия, рекультивации и мониторинга полигона (части полигона)";"https://10.61.41.253/rus/docs/K2100000400#z3833";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 359. Требования к проектированию, строительству и эксплуатации объектов складирования отходов";"https://10.61.41.253/rus/docs/K2100000400#z3853";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 360. Программа управления отходами горнодобывающей промышленности";"https://10.61.41.253/rus/docs/K2100000400#z3874";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 361. Предотвращение ухудшения состояния воды, загрязнения воздуха и почвы";"https://10.61.41.253/rus/docs/K2100000400#z3886";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 362. Предотвращение крупных экологических происшествий";"https://10.61.41.253/rus/docs/K2100000400#z3894";"internal_ip";"МЭПР РК"
"ЭКОЛОГИЧЕСКИЙ КОДЕКС РЕСПУБЛИКИ КАЗАХСТАН. Кодекс Республики Казахстан от 2 января 2021 года № 400-VI ЗРК.";"Статья 367. Централизованная система сбора твердых бытовых отходов";"https://10.61.41.253/rus/docs/K2100000400#z3956";"internal_ip";"МЭПР РК"
